numero,bola-1,bola-2,bola-3,bola-4,bola-5,bola-6,bola-comodin,fecha
103,0.017857142857142856,0.14285714285714285,0.16071428571428573,0.21428571428571427,0.5,0.6428571428571429,0.9464285714285714,03/12/2008
104,0.14285714285714285,0.4107142857142857,0.48214285714285715,0.5714285714285714,0.6785714285714286,0.8214285714285714,0.42857142857142855,07/12/2008
105,0.10714285714285714,0.5178571428571429,0.7857142857142857,0.8214285714285714,0.8392857142857143,0.9107142857142857,0.6785714285714286,10/12/2008
106,0.017857142857142856,0.03571428571428571,0.5,0.6071428571428571,0.8214285714285714,0.9107142857142857,0.8392857142857143,14/12/2008
107,0.05357142857142857,0.21428571428571427,0.2857142857142857,0.4107142857142857,0.8392857142857143,0.9107142857142857,0.6607142857142857,17/12/2008
108,0.05357142857142857,0.3392857142857143,0.6607142857142857,0.8214285714285714,0.9107142857142857,0.9464285714285714,0.19642857142857142,21/12/2008
109,0.10714285714285714,0.26785714285714285,0.6785714285714286,0.7142857142857143,0.9285714285714286,1.0,0.875,24/12/2008
110,0.17857142857142858,0.3392857142857143,0.5714285714285714,0.6071428571428571,0.7857142857142857,0.9464285714285714,0.08928571428571429,28/12/2008
111,0.25,0.3392857142857143,0.8571428571428571,0.9107142857142857,0.9285714285714286,0.9821428571428571,0.6071428571428571,31/12/2008
112,0.125,0.21428571428571427,0.4642857142857143,0.48214285714285715,0.7142857142857143,0.7857142857142857,0.9285714285714286,04/01/2009
113,0.23214285714285715,0.25,0.4107142857142857,0.42857142857142855,0.6071428571428571,0.9464285714285714,0.375,07/01/2009
114,0.23214285714285715,0.25,0.3392857142857143,0.6428571428571429,0.6607142857142857,0.8392857142857143,0.5892857142857143,11/01/2009
115,0.17857142857142858,0.25,0.7321428571428571,0.75,0.8392857142857143,0.9821428571428571,1.0,14/01/2009
116,0.03571428571428571,0.44642857142857145,0.75,0.7857142857142857,0.8392857142857143,0.875,0.42857142857142855,18/01/2009
117,0.14285714285714285,0.30357142857142855,0.39285714285714285,0.6428571428571429,0.6964285714285714,0.7321428571428571,0.8928571428571429,21/01/2009
118,0.07142857142857142,0.3392857142857143,0.4107142857142857,0.42857142857142855,0.5357142857142857,0.6964285714285714,0.5892857142857143,25/01/2009
119,0.23214285714285715,0.2857142857142857,0.35714285714285715,0.44642857142857145,0.5,0.6785714285714286,0.8571428571428571,28/01/2009
120,0.16071428571428573,0.26785714285714285,0.2857142857142857,0.6964285714285714,0.7321428571428571,0.8571428571428571,0.4642857142857143,01/02/2009
121,0.16071428571428573,0.375,0.39285714285714285,0.42857142857142855,0.6607142857142857,0.6785714285714286,0.17857142857142858,04/02/2009
122,0.017857142857142856,0.08928571428571429,0.14285714285714285,0.5,0.7142857142857143,0.8928571428571429,0.9642857142857143,08/02/2009
123,0.03571428571428571,0.4107142857142857,0.7678571428571429,0.8214285714285714,0.875,0.9285714285714286,0.7142857142857143,11/02/2009
124,0.10714285714285714,0.3392857142857143,0.375,0.44642857142857145,0.5357142857142857,0.8392857142857143,0.2857142857142857,15/02/2009
125,0.125,0.35714285714285715,0.375,0.625,0.8035714285714286,0.8392857142857143,0.42857142857142855,18/02/2009
126,0.08928571428571429,0.2857142857142857,0.44642857142857145,0.625,0.75,0.8392857142857143,0.3392857142857143,22/02/2009
127,0.5178571428571429,0.5892857142857143,0.6071428571428571,0.7321428571428571,0.9285714285714286,0.9642857142857143,0.8571428571428571,25/02/2009
128,0.17857142857142858,0.3392857142857143,0.4642857142857143,0.8035714285714286,0.8928571428571429,0.9107142857142857,0.375,01/03/2009
129,0.2857142857142857,0.4642857142857143,0.7857142857142857,0.8214285714285714,0.9285714285714286,1.0,0.8035714285714286,04/03/2009
130,0.16071428571428573,0.23214285714285715,0.6428571428571429,0.6607142857142857,0.9107142857142857,0.9821428571428571,0.07142857142857142,08/03/2009
131,0.16071428571428573,0.23214285714285715,0.3392857142857143,0.44642857142857145,0.7142857142857143,0.9107142857142857,0.4642857142857143,11/03/2009
132,0.05357142857142857,0.25,0.26785714285714285,0.3392857142857143,0.8392857142857143,0.8571428571428571,0.23214285714285715,15/03/2009
133,0.017857142857142856,0.16071428571428573,0.19642857142857142,0.48214285714285715,0.7678571428571429,0.9821428571428571,0.08928571428571429,18/03/2009
134,0.44642857142857145,0.625,0.8214285714285714,0.875,0.8928571428571429,1.0,0.5,22/03/2009
135,0.14285714285714285,0.19642857142857142,0.21428571428571427,0.375,0.6607142857142857,0.6964285714285714,0.10714285714285714,25/03/2009
136,0.21428571428571427,0.42857142857142855,0.5,0.5357142857142857,0.7857142857142857,0.8214285714285714,0.7142857142857143,29/03/2009
137,0.23214285714285715,0.35714285714285715,0.5,0.7142857142857143,0.8571428571428571,0.8928571428571429,0.05357142857142857,01/04/2009
138,0.05357142857142857,0.10714285714285714,0.23214285714285715,0.5714285714285714,0.625,0.9642857142857143,0.9464285714285714,05/04/2009
139,0.07142857142857142,0.16071428571428573,0.3392857142857143,0.35714285714285715,0.6428571428571429,0.9285714285714286,0.23214285714285715,08/04/2009
140,0.03571428571428571,0.48214285714285715,0.5178571428571429,0.5892857142857143,0.7857142857142857,0.8571428571428571,0.9107142857142857,12/04/2009
141,0.05357142857142857,0.19642857142857142,0.32142857142857145,0.6071428571428571,0.75,0.7678571428571429,0.9285714285714286,15/04/2009
142,0.08928571428571429,0.23214285714285715,0.44642857142857145,0.4642857142857143,0.7321428571428571,0.8214285714285714,0.32142857142857145,19/04/2009
143,0.26785714285714285,0.2857142857142857,0.30357142857142855,0.375,0.5535714285714286,0.6964285714285714,0.7857142857142857,22/04/2009
144,0.30357142857142855,0.32142857142857145,0.44642857142857145,0.48214285714285715,0.6785714285714286,0.8571428571428571,0.4642857142857143,26/04/2009
145,0.16071428571428573,0.23214285714285715,0.4642857142857143,0.625,0.75,0.9464285714285714,0.7142857142857143,29/04/2009
146,0.23214285714285715,0.2857142857142857,0.32142857142857145,0.7678571428571429,0.8214285714285714,0.875,0.25,03/05/2009
147,0.08928571428571429,0.6785714285714286,0.6964285714285714,0.75,0.8928571428571429,0.9464285714285714,0.16071428571428573,06/05/2009
148,0.16071428571428573,0.30357142857142855,0.375,0.625,0.7678571428571429,0.9285714285714286,0.875,10/05/2009
149,0.05357142857142857,0.16071428571428573,0.19642857142857142,0.5357142857142857,0.7321428571428571,0.8392857142857143,0.39285714285714285,13/05/2009
150,0.03571428571428571,0.23214285714285715,0.25,0.3392857142857143,0.75,0.9107142857142857,0.8392857142857143,17/05/2009
151,0.23214285714285715,0.25,0.2857142857142857,0.4107142857142857,0.44642857142857145,0.875,0.8392857142857143,20/05/2009
152,0.10714285714285714,0.17857142857142858,0.21428571428571427,0.5178571428571429,0.6785714285714286,0.8928571428571429,0.5357142857142857,24/05/2009
153,0.08928571428571429,0.21428571428571427,0.23214285714285715,0.6607142857142857,0.8392857142857143,1.0,0.3392857142857143,27/05/2009
154,0.03571428571428571,0.2857142857142857,0.5357142857142857,0.5892857142857143,0.8392857142857143,0.8571428571428571,0.3392857142857143,31/05/2009
155,0.17857142857142858,0.23214285714285715,0.39285714285714285,0.75,0.7678571428571429,0.875,0.16071428571428573,03/06/2009
156,0.03571428571428571,0.21428571428571427,0.4107142857142857,0.5892857142857143,0.8214285714285714,0.9821428571428571,0.75,07/06/2009
157,0.17857142857142858,0.21428571428571427,0.32142857142857145,0.75,0.7678571428571429,0.8571428571428571,0.9464285714285714,10/06/2009
158,0.05357142857142857,0.19642857142857142,0.30357142857142855,0.5892857142857143,0.75,0.9821428571428571,0.8571428571428571,14/06/2009
159,0.017857142857142856,0.14285714285714285,0.25,0.5535714285714286,0.5714285714285714,0.6785714285714286,0.625,17/06/2009
160,0.10714285714285714,0.17857142857142858,0.375,0.5,0.6607142857142857,0.9821428571428571,0.5178571428571429,21/06/2009
161,0.2857142857142857,0.30357142857142855,0.35714285714285715,0.39285714285714285,0.42857142857142855,0.7857142857142857,0.26785714285714285,24/06/2009
162,0.3392857142857143,0.375,0.8571428571428571,0.8928571428571429,0.9107142857142857,1.0,0.625,28/06/2009
163,0.14285714285714285,0.30357142857142855,0.375,0.44642857142857145,0.625,0.6964285714285714,0.5,01/07/2009
164,0.32142857142857145,0.375,0.5714285714285714,0.6071428571428571,0.8571428571428571,0.9464285714285714,0.8035714285714286,05/07/2009
165,0.19642857142857142,0.26785714285714285,0.5357142857142857,0.7321428571428571,0.8035714285714286,0.8928571428571429,0.10714285714285714,08/07/2009
166,0.125,0.17857142857142858,0.26785714285714285,0.6428571428571429,0.75,0.9464285714285714,0.5714285714285714,12/07/2009
167,0.10714285714285714,0.2857142857142857,0.39285714285714285,0.75,0.7857142857142857,0.8214285714285714,0.4642857142857143,15/07/2009
168,0.10714285714285714,0.21428571428571427,0.5892857142857143,0.7678571428571429,0.8571428571428571,0.9464285714285714,0.8392857142857143,19/07/2009
169,0.017857142857142856,0.14285714285714285,0.5357142857142857,0.8035714285714286,0.8571428571428571,0.9285714285714286,0.19642857142857142,22/07/2009
170,0.05357142857142857,0.30357142857142855,0.42857142857142855,0.44642857142857145,0.6071428571428571,0.6964285714285714,0.32142857142857145,26/07/2009
171,0.23214285714285715,0.5535714285714286,0.6607142857142857,0.7142857142857143,0.7678571428571429,0.9107142857142857,0.5357142857142857,29/07/2009
172,0.30357142857142855,0.5535714285714286,0.5892857142857143,0.9285714285714286,0.9642857142857143,0.9821428571428571,0.26785714285714285,02/08/2009
173,0.375,0.4107142857142857,0.6607142857142857,0.8392857142857143,0.9107142857142857,1.0,0.5714285714285714,05/08/2009
174,0.4107142857142857,0.5357142857142857,0.5892857142857143,0.7321428571428571,0.7678571428571429,1.0,0.07142857142857142,09/08/2009
175,0.625,0.7857142857142857,0.8035714285714286,0.8928571428571429,0.9821428571428571,1.0,0.5357142857142857,12/08/2009
176,0.375,0.48214285714285715,0.5535714285714286,0.8571428571428571,0.875,0.9821428571428571,0.625,16/08/2009
177,0.03571428571428571,0.16071428571428573,0.19642857142857142,0.5714285714285714,0.7142857142857143,0.875,0.23214285714285715,19/08/2009
178,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.7142857142857143,0.7321428571428571,0.7678571428571429,0.30357142857142855,23/08/2009
179,0.05357142857142857,0.08928571428571429,0.4107142857142857,0.6785714285714286,0.9821428571428571,1.0,0.5,26/08/2009
180,0.26785714285714285,0.35714285714285715,0.5178571428571429,0.75,0.8392857142857143,0.9285714285714286,0.9107142857142857,30/08/2009
181,0.08928571428571429,0.16071428571428573,0.25,0.6071428571428571,0.8392857142857143,0.9464285714285714,0.9642857142857143,02/09/2009
182,0.07142857142857142,0.125,0.32142857142857145,0.5535714285714286,0.8392857142857143,0.9285714285714286,0.75,06/09/2009
183,0.26785714285714285,0.2857142857142857,0.32142857142857145,0.5,0.8571428571428571,0.9107142857142857,0.375,09/09/2009
184,0.05357142857142857,0.17857142857142858,0.375,0.44642857142857145,0.5535714285714286,0.8571428571428571,0.4642857142857143,13/09/2009
185,0.07142857142857142,0.25,0.44642857142857145,0.6071428571428571,0.6428571428571429,0.9821428571428571,0.875,16/09/2009
186,0.17857142857142858,0.44642857142857145,0.48214285714285715,0.5178571428571429,0.7678571428571429,1.0,0.07142857142857142,20/09/2009
187,0.14285714285714285,0.23214285714285715,0.48214285714285715,0.7321428571428571,0.9285714285714286,0.9821428571428571,0.5892857142857143,23/09/2009
188,0.25,0.42857142857142855,0.48214285714285715,0.5,0.6785714285714286,0.9642857142857143,0.4107142857142857,27/09/2009
189,0.32142857142857145,0.48214285714285715,0.7142857142857143,0.75,0.9464285714285714,0.9642857142857143,0.6964285714285714,30/09/2009
190,0.125,0.26785714285714285,0.5,0.6071428571428571,0.6964285714285714,0.8571428571428571,0.32142857142857145,04/10/2009
191,0.10714285714285714,0.17857142857142858,0.30357142857142855,0.375,0.8035714285714286,0.9642857142857143,0.75,07/10/2009
192,0.017857142857142856,0.10714285714285714,0.4107142857142857,0.48214285714285715,0.75,0.9642857142857143,0.25,11/10/2009
193,0.125,0.14285714285714285,0.16071428571428573,0.25,0.375,0.6607142857142857,0.19642857142857142,14/10/2009
194,0.017857142857142856,0.08928571428571429,0.14285714285714285,0.2857142857142857,0.375,0.9642857142857143,0.9464285714285714,18/10/2009
195,0.19642857142857142,0.3392857142857143,0.5178571428571429,0.6964285714285714,0.7678571428571429,0.8035714285714286,0.375,21/10/2009
196,0.07142857142857142,0.17857142857142858,0.21428571428571427,0.25,0.6428571428571429,0.9464285714285714,0.125,25/10/2009
197,0.19642857142857142,0.2857142857142857,0.7857142857142857,0.8035714285714286,0.9642857142857143,0.9821428571428571,0.10714285714285714,28/10/2009
198,0.25,0.26785714285714285,0.5357142857142857,0.7678571428571429,0.8928571428571429,1.0,0.5,01/11/2009
199,0.05357142857142857,0.25,0.3392857142857143,0.4642857142857143,0.5357142857142857,0.7142857142857143,0.9107142857142857,04/11/2009
200,0.07142857142857142,0.21428571428571427,0.6071428571428571,0.7678571428571429,0.875,0.9464285714285714,0.32142857142857145,08/11/2009
201,0.16071428571428573,0.26785714285714285,0.3392857142857143,0.5892857142857143,0.7678571428571429,0.9107142857142857,0.8035714285714286,11/11/2009
202,0.25,0.4642857142857143,0.6428571428571429,0.75,0.8214285714285714,0.9107142857142857,0.5,15/11/2009
203,0.05357142857142857,0.125,0.14285714285714285,0.21428571428571427,0.8035714285714286,0.8571428571428571,0.6071428571428571,18/11/2009
204,0.05357142857142857,0.26785714285714285,0.6071428571428571,0.7678571428571429,0.8571428571428571,0.9642857142857143,0.10714285714285714,22/11/2009
205,0.08928571428571429,0.17857142857142858,0.39285714285714285,0.44642857142857145,0.75,0.8928571428571429,0.5178571428571429,25/11/2009
206,0.23214285714285715,0.42857142857142855,0.5178571428571429,0.5714285714285714,0.6607142857142857,0.6964285714285714,0.5,29/11/2009
207,0.03571428571428571,0.21428571428571427,0.375,0.5,0.5892857142857143,0.9642857142857143,0.7678571428571429,02/12/2009
