numero,bola-1,bola-2,bola-3,bola-4,bola-5,bola-6,bola-comodin,fecha
1,0.17857142857142858,0.30357142857142855,0.375,0.8928571428571429,0.9642857142857143,1.0,0.6607142857142857,12/12/2007
2,0.30357142857142855,0.32142857142857145,0.3392857142857143,0.42857142857142855,0.6607142857142857,0.9464285714285714,0.8928571428571429,16/12/2007
3,0.125,0.14285714285714285,0.4642857142857143,0.48214285714285715,0.9464285714285714,1.0,0.35714285714285715,19/12/2007
4,0.16071428571428573,0.17857142857142858,0.42857142857142855,0.5714285714285714,0.625,0.9821428571428571,0.6071428571428571,23/12/2007
5,0.07142857142857142,0.16071428571428573,0.48214285714285715,0.5535714285714286,0.5892857142857143,0.7142857142857143,0.8035714285714286,26/12/2007
6,0.26785714285714285,0.30357142857142855,0.6785714285714286,0.7321428571428571,0.8214285714285714,0.9642857142857143,0.375,30/12/2007
7,0.17857142857142858,0.3392857142857143,0.35714285714285715,0.4107142857142857,0.5535714285714286,0.7857142857142857,0.6785714285714286,02/01/2008
8,0.017857142857142856,0.08928571428571429,0.17857142857142858,0.23214285714285715,0.5535714285714286,0.9642857142857143,0.8214285714285714,06/01/2008
9,0.16071428571428573,0.6607142857142857,0.6785714285714286,0.75,0.8928571428571429,1.0,0.10714285714285714,09/01/2008
10,0.10714285714285714,0.48214285714285715,0.6607142857142857,0.7321428571428571,0.8928571428571429,0.9464285714285714,0.32142857142857145,13/01/2008
11,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.75,0.8214285714285714,0.8928571428571429,0.5,16/01/2008
12,0.19642857142857142,0.5,0.5178571428571429,0.5535714285714286,0.875,0.9642857142857143,0.3392857142857143,20/01/2008
13,0.3392857142857143,0.48214285714285715,0.5178571428571429,0.625,0.6607142857142857,0.7857142857142857,0.42857142857142855,23/01/2008
14,0.03571428571428571,0.05357142857142857,0.5714285714285714,0.7142857142857143,0.7678571428571429,0.8392857142857143,0.19642857142857142,27/01/2008
15,0.07142857142857142,0.10714285714285714,0.23214285714285715,0.35714285714285715,0.375,0.8392857142857143,0.9464285714285714,30/01/2008
16,0.16071428571428573,0.23214285714285715,0.6071428571428571,0.8214285714285714,0.9642857142857143,1.0,0.625,03/02/2008
17,0.42857142857142855,0.5,0.625,0.7142857142857143,0.75,0.8928571428571429,0.44642857142857145,06/02/2008
18,0.017857142857142856,0.05357142857142857,0.48214285714285715,0.6607142857142857,0.7857142857142857,0.9285714285714286,0.25,10/02/2008
19,0.08928571428571429,0.10714285714285714,0.3392857142857143,0.6785714285714286,0.75,0.7857142857142857,0.5178571428571429,13/02/2008
20,0.39285714285714285,0.4642857142857143,0.7678571428571429,0.875,0.9464285714285714,0.9821428571428571,0.8571428571428571,17/02/2008
21,0.03571428571428571,0.16071428571428573,0.23214285714285715,0.6607142857142857,0.8214285714285714,0.9285714285714286,0.4642857142857143,20/02/2008
22,0.10714285714285714,0.17857142857142858,0.21428571428571427,0.625,0.6964285714285714,0.9464285714285714,0.9821428571428571,24/02/2008
23,0.14285714285714285,0.32142857142857145,0.42857142857142855,0.5535714285714286,0.6964285714285714,0.7678571428571429,0.6607142857142857,27/02/2008
24,0.125,0.30357142857142855,0.5714285714285714,0.5892857142857143,0.6071428571428571,0.9107142857142857,0.6785714285714286,02/03/2008
25,0.08928571428571429,0.26785714285714285,0.375,0.5,0.7678571428571429,0.8928571428571429,0.7142857142857143,05/03/2008
26,0.05357142857142857,0.4107142857142857,0.44642857142857145,0.4642857142857143,0.5892857142857143,0.6071428571428571,0.07142857142857142,09/03/2008
27,0.125,0.16071428571428573,0.17857142857142858,0.6785714285714286,0.7321428571428571,1.0,0.6607142857142857,12/03/2008
28,0.4107142857142857,0.48214285714285715,0.5178571428571429,0.5714285714285714,0.6607142857142857,0.8571428571428571,0.23214285714285715,16/03/2008
29,0.16071428571428573,0.30357142857142855,0.5,0.6428571428571429,0.8035714285714286,0.9107142857142857,0.7678571428571429,19/03/2008
30,0.5357142857142857,0.5714285714285714,0.5892857142857143,0.7142857142857143,0.7321428571428571,0.9285714285714286,0.05357142857142857,23/03/2008
31,0.21428571428571427,0.375,0.39285714285714285,0.4642857142857143,0.7321428571428571,0.8928571428571429,0.7142857142857143,26/03/2008
32,0.03571428571428571,0.10714285714285714,0.23214285714285715,0.625,0.7678571428571429,0.9285714285714286,0.2857142857142857,30/03/2008
33,0.42857142857142855,0.625,0.6607142857142857,0.8392857142857143,0.9642857142857143,0.9821428571428571,0.5357142857142857,02/04/2008
34,0.21428571428571427,0.32142857142857145,0.8035714285714286,0.875,0.8928571428571429,0.9464285714285714,0.16071428571428573,06/04/2008
35,0.17857142857142858,0.23214285714285715,0.44642857142857145,0.625,0.6607142857142857,0.7321428571428571,0.75,09/04/2008
36,0.08928571428571429,0.3392857142857143,0.4107142857142857,0.48214285714285715,0.6428571428571429,0.9107142857142857,0.6964285714285714,13/04/2008
37,0.16071428571428573,0.23214285714285715,0.30357142857142855,0.44642857142857145,0.6607142857142857,0.7678571428571429,0.017857142857142856,16/04/2008
38,0.08928571428571429,0.35714285714285715,0.39285714285714285,0.44642857142857145,0.75,1.0,0.26785714285714285,20/04/2008
39,0.16071428571428573,0.23214285714285715,0.42857142857142855,0.5714285714285714,0.6964285714285714,0.9821428571428571,0.6607142857142857,23/04/2008
40,0.14285714285714285,0.21428571428571427,0.26785714285714285,0.30357142857142855,0.7678571428571429,0.8928571428571429,0.9285714285714286,27/04/2008
41,0.03571428571428571,0.23214285714285715,0.48214285714285715,0.5892857142857143,0.625,0.6428571428571429,0.3392857142857143,30/04/2008
42,0.05357142857142857,0.14285714285714285,0.21428571428571427,0.30357142857142855,0.4107142857142857,0.5714285714285714,1.0,04/05/2008
43,0.2857142857142857,0.3392857142857143,0.39285714285714285,0.42857142857142855,0.5178571428571429,0.9107142857142857,0.6785714285714286,07/05/2008
44,0.05357142857142857,0.48214285714285715,0.5892857142857143,0.6071428571428571,0.6428571428571429,0.75,0.39285714285714285,11/05/2008
45,0.26785714285714285,0.2857142857142857,0.44642857142857145,0.5178571428571429,0.8392857142857143,0.9285714285714286,0.9464285714285714,14/05/2008
46,0.17857142857142858,0.19642857142857142,0.21428571428571427,0.5178571428571429,0.8392857142857143,0.8928571428571429,0.9642857142857143,18/05/2008
47,0.05357142857142857,0.4107142857142857,0.4642857142857143,0.7321428571428571,0.8392857142857143,0.8928571428571429,0.8571428571428571,21/05/2008
48,0.21428571428571427,0.375,0.5535714285714286,0.625,0.8214285714285714,0.9821428571428571,0.08928571428571429,25/05/2008
49,0.4642857142857143,0.5178571428571429,0.6071428571428571,0.625,0.6964285714285714,0.8928571428571429,0.5714285714285714,28/05/2008
50,0.125,0.5178571428571429,0.5892857142857143,0.6607142857142857,0.9285714285714286,0.9821428571428571,0.17857142857142858,01/06/2008
51,0.05357142857142857,0.07142857142857142,0.21428571428571427,0.23214285714285715,0.3392857142857143,0.5,0.17857142857142858,04/06/2008
52,0.19642857142857142,0.3392857142857143,0.44642857142857145,0.7857142857142857,0.8928571428571429,0.9464285714285714,0.5714285714285714,08/06/2008
53,0.17857142857142858,0.23214285714285715,0.2857142857142857,0.48214285714285715,0.5178571428571429,0.5714285714285714,0.42857142857142855,11/06/2008
54,0.05357142857142857,0.08928571428571429,0.39285714285714285,0.6071428571428571,0.7142857142857143,0.8392857142857143,0.2857142857142857,15/06/2008
55,0.08928571428571429,0.25,0.35714285714285715,0.5178571428571429,0.6071428571428571,0.9642857142857143,0.9821428571428571,18/06/2008
56,0.25,0.3392857142857143,0.375,0.5357142857142857,0.8214285714285714,0.9285714285714286,0.42857142857142855,22/06/2008
57,0.07142857142857142,0.125,0.26785714285714285,0.3392857142857143,0.7678571428571429,0.9285714285714286,0.7142857142857143,25/06/2008
58,0.07142857142857142,0.30357142857142855,0.6071428571428571,0.8392857142857143,0.8571428571428571,0.9107142857142857,0.5535714285714286,29/06/2008
59,0.08928571428571429,0.14285714285714285,0.19642857142857142,0.21428571428571427,0.8571428571428571,1.0,0.17857142857142858,02/07/2008
60,0.14285714285714285,0.25,0.6607142857142857,0.6964285714285714,0.7321428571428571,0.875,0.4642857142857143,06/07/2008
61,0.03571428571428571,0.14285714285714285,0.25,0.2857142857142857,0.3392857142857143,0.39285714285714285,0.7678571428571429,09/07/2008
62,0.14285714285714285,0.26785714285714285,0.5,0.5357142857142857,0.5535714285714286,0.8035714285714286,0.6785714285714286,13/07/2008
63,0.07142857142857142,0.6428571428571429,0.6785714285714286,0.7678571428571429,0.8035714285714286,0.9821428571428571,0.9285714285714286,16/07/2008
64,0.10714285714285714,0.19642857142857142,0.25,0.42857142857142855,0.5714285714285714,0.7857142857142857,0.375,20/07/2008
65,0.017857142857142856,0.05357142857142857,0.32142857142857145,0.375,0.44642857142857145,0.5178571428571429,0.6428571428571429,23/07/2008
66,0.017857142857142856,0.07142857142857142,0.375,0.5892857142857143,0.6964285714285714,0.9464285714285714,0.7857142857142857,27/07/2008
67,0.10714285714285714,0.17857142857142858,0.25,0.39285714285714285,0.5714285714285714,0.9642857142857143,0.7678571428571429,30/07/2008
68,0.17857142857142858,0.6428571428571429,0.8214285714285714,0.8392857142857143,0.9107142857142857,0.9464285714285714,0.05357142857142857,03/08/2008
69,0.42857142857142855,0.5178571428571429,0.5535714285714286,0.75,0.7678571428571429,0.9821428571428571,0.9107142857142857,06/08/2008
70,0.17857142857142858,0.26785714285714285,0.4107142857142857,0.5892857142857143,0.7857142857142857,0.9464285714285714,0.9107142857142857,10/08/2008
71,0.19642857142857142,0.2857142857142857,0.6071428571428571,0.6785714285714286,0.8571428571428571,0.8928571428571429,0.48214285714285715,13/08/2008
72,0.26785714285714285,0.30357142857142855,0.5535714285714286,0.7142857142857143,0.8035714285714286,0.875,0.8214285714285714,17/08/2008
73,0.017857142857142856,0.10714285714285714,0.35714285714285715,0.375,0.4642857142857143,0.7321428571428571,0.6785714285714286,20/08/2008
74,0.25,0.2857142857142857,0.44642857142857145,0.5178571428571429,0.9107142857142857,0.9642857142857143,0.8035714285714286,24/08/2008
75,0.07142857142857142,0.14285714285714285,0.16071428571428573,0.17857142857142858,0.6071428571428571,0.7321428571428571,0.9464285714285714,27/08/2008
76,0.14285714285714285,0.3392857142857143,0.42857142857142855,0.5357142857142857,0.5892857142857143,0.8392857142857143,0.5,31/08/2008
77,0.05357142857142857,0.26785714285714285,0.30357142857142855,0.4107142857142857,0.6785714285714286,0.875,0.7857142857142857,03/09/2008
78,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.32142857142857145,0.3392857142857143,0.9821428571428571,0.8928571428571429,07/09/2008
79,0.08928571428571429,0.14285714285714285,0.32142857142857145,0.5357142857142857,0.5714285714285714,0.5892857142857143,0.125,10/09/2008
80,0.08928571428571429,0.125,0.44642857142857145,0.6071428571428571,0.7321428571428571,0.8214285714285714,0.6964285714285714,14/09/2008
81,0.03571428571428571,0.07142857142857142,0.23214285714285715,0.30357142857142855,0.4642857142857143,0.5178571428571429,0.7857142857142857,17/09/2008
82,0.03571428571428571,0.10714285714285714,0.5178571428571429,0.6785714285714286,0.8392857142857143,0.9642857142857143,0.8571428571428571,21/09/2008
83,0.21428571428571427,0.25,0.4642857142857143,0.48214285714285715,0.5357142857142857,0.875,0.5714285714285714,24/09/2008
84,0.26785714285714285,0.2857142857142857,0.48214285714285715,0.5,0.6428571428571429,0.9285714285714286,0.03571428571428571,28/09/2008
85,0.125,0.26785714285714285,0.3392857142857143,0.4642857142857143,0.8214285714285714,0.875,0.8571428571428571,01/10/2008
86,0.017857142857142856,0.23214285714285715,0.32142857142857145,0.6607142857142857,0.6964285714285714,0.9821428571428571,0.19642857142857142,05/10/2008
87,0.125,0.3392857142857143,0.5892857142857143,0.6607142857142857,0.6785714285714286,0.8928571428571429,0.7142857142857143,08/10/2008
88,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.4642857142857143,0.5357142857142857,0.5178571428571429,12/10/2008
89,0.017857142857142856,0.03571428571428571,0.16071428571428573,0.6607142857142857,0.6785714285714286,0.8035714285714286,0.17857142857142858,15/10/2008
90,0.125,0.14285714285714285,0.26785714285714285,0.35714285714285715,0.5,0.7142857142857143,0.30357142857142855,19/10/2008
91,0.14285714285714285,0.2857142857142857,0.3392857142857143,0.48214285714285715,0.5535714285714286,0.7678571428571429,0.5,22/10/2008
92,0.017857142857142856,0.21428571428571427,0.375,0.39285714285714285,0.6607142857142857,0.9285714285714286,0.10714285714285714,26/10/2008
93,0.125,0.32142857142857145,0.3392857142857143,0.5535714285714286,0.7321428571428571,0.9285714285714286,0.8571428571428571,29/10/2008
94,0.44642857142857145,0.6428571428571429,0.8035714285714286,0.8392857142857143,0.875,0.9285714285714286,0.32142857142857145,02/11/2008
95,0.16071428571428573,0.25,0.44642857142857145,0.625,0.8035714285714286,0.9285714285714286,0.8571428571428571,05/11/2008
96,0.017857142857142856,0.05357142857142857,0.07142857142857142,0.5892857142857143,0.7678571428571429,0.9821428571428571,0.42857142857142855,09/11/2008
97,0.125,0.14285714285714285,0.32142857142857145,0.48214285714285715,0.5892857142857143,0.9285714285714286,0.6071428571428571,12/11/2008
98,0.25,0.44642857142857145,0.4642857142857143,0.48214285714285715,0.875,0.9285714285714286,0.7321428571428571,16/11/2008
99,0.17857142857142858,0.6964285714285714,0.75,0.8035714285714286,0.8928571428571429,1.0,0.4642857142857143,19/11/2008
100,0.07142857142857142,0.30357142857142855,0.625,0.7857142857142857,0.8214285714285714,0.8392857142857143,0.48214285714285715,23/11/2008
101,0.19642857142857142,0.21428571428571427,0.23214285714285715,0.25,0.30357142857142855,0.8214285714285714,0.6071428571428571,26/11/2008
102,0.03571428571428571,0.17857142857142858,0.25,0.5178571428571429,0.7321428571428571,0.875,0.6785714285714286,30/11/2008
